0	1.22382
0.107542	1.22394
0.215085	1.22426
0.322627	1.2249
0.43017	1.22617
0.537712	1.22849
0.645254	1.23264
0.752797	1.23979
0.860339	1.2517
0.967881	1.2709
1.07542	1.30095
1.18297	1.34645
1.29051	1.41297
1.39805	1.50653
1.50559	1.63301
1.61314	1.79477
1.72068	1.96161
1.82822	2.1305
1.93576	2.30057
2.04331	2.4707
2.15085	2.64099
2.25839	2.81178
2.36593	2.98292
2.47347	3.15473
2.58102	3.32792
2.68856	3.50173
2.7961	3.67733
2.90364	3.85534
3.01119	4.03409
3.11873	4.21655
3.22627	4.40188
3.33381	4.58765
3.44136	4.77944
3.5489	4.97332
3.65644	5.16721
3.76398	5.36932
3.87153	5.57178
3.97907	5.77403
4.08661	5.9853
4.19415	6.19527
4.3017	6.40628
4.40924	6.62472
4.51678	6.84145
4.62432	7.06046
4.73186	7.28447
4.83941	7.50649
4.94695	7.73205
5.05449	7.96095
5.16203	8.18801
5.26958	8.41982
5.37712	8.65261
5.48466	8.88316
5.5922	9.11949
5.69975	9.35508
5.80729	9.58937
5.91483	9.83044
6.02237	10.0692
6.12992	10.307
6.23746	10.5498
6.345	10.7903
6.45254	11.0314
6.56009	11.2766
6.66763	11.5196
6.77517	11.7638
6.88271	12.0099
6.99026	12.2538
7.0978	12.4999
7.20534	12.7475
7.31288	12.9934
7.42042	13.2423
7.52797	13.4907
7.63551	13.737
7.74305	13.9872
7.85059	14.2358
7.95814	14.4843
8.06568	14.7362
8.17322	14.9862
8.28076	15.2356
8.38831	15.4874
8.49585	15.7373
8.60339	15.9881
8.71093	16.241
8.81848	16.4921
8.92602	16.7442
9.03356	16.9969
9.1411	17.2477
9.24865	17.5004
9.35619	17.7537
9.46373	18.0055
9.57127	18.2598
9.67881	18.513
9.78636	18.7646
9.8939	19.019
10.0014	19.272
10.109	19.5252
10.2165	19.7803
10.3241	20.0339
10.4316	20.2873
10.5392	20.5419
10.6467	20.795
10.7542	21.0492
10.8618	21.3045
10.9693	21.5583
11.0769	21.8131
11.1844	22.0679
11.292	22.3212
11.3995	22.5761
11.507	22.8313
11.6146	23.0852
11.7221	23.3412
11.8297	23.596
11.9372	23.8499
12.0447	24.1054
12.1523	24.3599
12.2598	24.6149
12.3674	24.8709
12.4749	25.1257
12.5825	25.3806
12.69	25.6361
12.7975	25.8904
12.9051	26.1459
13.0126	26.4018
13.1202	26.6565
13.2277	26.9123
13.3353	27.1677
13.4428	27.4219
13.5503	27.6776
13.6579	27.9334
13.7654	28.1882
13.873	28.4446
13.9805	28.6998
14.0881	28.9546
14.1956	29.2104
14.3031	29.4654
14.4107	29.721
14.5182	29.9771
14.6258	30.2322
14.7333	30.4876
14.8408	30.7432
14.9484	30.9977
15.0559	31.2536
15.1635	31.5095
15.271	31.7644
15.3786	32.0203
15.4861	32.2756
15.5936	32.53
15.7012	32.7858
15.8087	33.0413
15.9163	33.2963
16.0238	33.5522
16.1314	33.8071
