0	1.22887
0.107542	1.23187
0.215085	1.23487
0.322627	1.23788
0.43017	1.24088
0.537712	1.24445
0.645254	1.26977
0.752797	1.29509
0.860339	1.32042
0.967881	1.34576
1.07542	1.38113
1.18297	1.60712
1.29051	1.8332
1.39805	2.05938
1.50559	2.28565
1.61314	3.23449
1.72068	4.23558
1.82822	5.08218
1.93576	5.80321
2.04331	6.42758
2.15085	7.02391
2.25839	7.97563
2.36593	8.96262
2.47347	9.98262
2.58102	11.0333
2.68856	12.1129
2.7961	13.2219
2.90364	14.3557
3.01119	15.5121
3.11873	16.321
3.22627	16.8156
3.33381	17.2585
3.44136	17.6522
3.5489	17.9986
3.65644	18.2276
3.76398	18.2606
3.87153	17.6572
3.97907	17.3463
4.08661	17.303
4.19415	17.5024
4.3017	17.9831
4.40924	18.7597
4.51678	19.4722
4.62432	20.2431
4.73186	21.2043
4.83941	22.157
4.94695	23.1037
5.05449	24.0413
5.16203	24.9701
5.26958	25.8901
5.37712	26.8026
5.48466	27.7095
5.5922	28.6081
5.69975	29.4987
5.80729	30.3814
5.91483	31.2573
6.02237	32.128
6.12992	32.9949
6.23746	33.8788
6.345	34.7594
6.45254	35.6377
6.56009	36.5149
6.66763	37.3889
6.77517	38.2597
6.88271	39.1275
6.99026	39.9931
7.0978	40.8575
7.20534	41.7328
7.31288	42.6101
7.42042	43.4819
7.52797	44.3491
7.63551	45.2126
7.74305	46.0823
7.85059	46.95
7.95814	47.815
8.06568	48.6782
8.17322	49.54
8.28076	50.3992
8.38831	51.2557
8.49585	52.1096
8.60339	52.9616
8.71093	53.8123
8.81848	54.6604
8.92602	55.5059
9.03356	56.3489
9.1411	57.1901
9.24865	58.0361
9.35619	58.8826
9.46373	59.7272
9.57127	60.5698
9.67881	61.4113
9.78636	62.2518
9.8939	63.0905
10.0014	63.9273
10.109	64.7622
10.2165	65.596
10.3241	66.4289
10.4316	67.2599
10.5392	68.0891
10.6467	68.9165
10.7542	69.7502
10.8618	70.5903
10.9693	71.4286
11.0769	72.2651
11.1844	73.0997
11.292	73.9333
11.3995	74.7659
11.507	75.5967
11.6146	76.4257
11.7221	77.2529
11.8297	78.0792
11.9372	78.9043
12.0447	79.7278
12.1523	80.5494
12.2598	81.3714
12.3674	82.1979
12.4749	83.0237
12.5825	83.8482
12.69	84.6714
12.7975	85.4935
12.9051	86.315
13.0126	87.1359
13.1202	87.9555
13.2277	88.7739
13.3353	89.591
13.4428	90.4078
13.5503	91.2238
13.6579	92.0385
13.7654	92.8525
13.873	93.6706
13.9805	94.4886
14.0881	95.3059
14.1956	96.1223
14.3031	96.9382
14.4107	97.754
14.5182	98.5694
14.6258	99.3842
14.7333	100.198
14.8408	101.011
14.9484	101.822
15.0559	102.634
15.1635	103.444
15.271	104.254
15.3786	105.066
15.4861	105.878
15.5936	106.69
15.7012	107.501
15.8087	108.311
15.9163	109.121
16.0238	109.93
16.1314	110.738
16.2389	111.546
16.3464	112.352
16.454	113.158
16.5615	113.963
16.6691	114.768
16.7766	115.572
16.8842	116.377
16.9917	117.182
17.0992	117.987
17.2068	118.79
17.3143	119.593
17.4219	120.395
17.5294	121.196
17.637	121.996
17.7445	122.795
17.852	123.592
17.9596	124.385
18.0671	125.178
18.1747	125.969
18.2822	126.757
18.3897	127.544
18.4973	128.327
18.6048	129.11
18.7124	129.892
18.8199	130.669
18.9275	131.445
19.035	132.22
19.1425	132.994
19.2501	133.766
19.3576	134.532
19.4652	135.295
19.5727	136.058
19.6803	136.819
19.7878	137.579
19.8953	138.286
20.0029	138.836
20.1104	139.386
20.218	139.935
20.3255	140.484
20.4331	141.02
20.5406	141.555
20.6481	142.09
20.7557	142.625
20.8632	143.16
20.9708	143.679
21.0783	144.197
21.1858	144.715
21.2934	145.234
21.4009	145.752
